"","Raw.genus","Raw.species"
"11122","Meranoplus","Meranoplus spininodis"
"11123","Cardiocondyla","Cardiocondyla papuana"
"11124","Polyrhachis","Polyrhachis rufifemur"
"11125","Myrmica","Myrmica ruginodis"
"11126","Probolomyrmex","Probolomyrmex bidens"
"11127","Strumigenys","Strumigenys londianensis"
"11128","Lepisiota","Lepisiota schoutedeni"
"11129","Orectognathus","Orectognathus mjobergi"
"11130","Tetramorium","Tetramorium hapale"
"11131","Tetramorium","Tetramorium densopilosum"
"11132","Crematogaster","Crematogaster similis"
"11133","Iridomyrmex","Iridomyrmex anteroinclinus"
"11134","Cladomyrma","Cladomyrma crypteroniae"
"11135","Camponotus","Camponotus weismanni"
"11136","Camponotus","Camponotus vitreus"
"11137","Camponotus","Camponotus reevei"
"11138","Camponotus","Camponotus socius"
"11139","Pheidole","Pheidole schultzei"
"11140","Aphaenogaster","Aphaenogaster boulderensis"
"11141","Pheidole","Pheidole superba"
"11142","Monomorium","Monomorium minutum"
"11143","Octostruma","Octostruma onorei"
"11144","Nesomyrmex","Nesomyrmex vicinus"
"11145","Pheidole","Pheidole picobarva"
"11146","Lobopelta","Lobopelta peuqueti"
"11147","Tetraponera","Tetraponera groehni"
"11148","Proceratium","Proceratium silisili"
"11149","Strumigenys","Strumigenys maxillaris"
"11150","Polyrhachis","Polyrhachis militaris"
"11151","Boloponera","Boloponera ikemkha"
"11152","Rasopone","Rasopone breviscapa"
"11153","Aphaenogaster","Aphaenogaster ichnusa"
"11154","Pachycondyla","Pachycondyla ambigua"
"11155","Camponotus","Camponotus saxatilis"
"11156","Monomorium","Monomorium flavigaster"
"11157","Myrmecina","Myrmecina graminicola"
"11158","Calyptomyrmex","Calyptomyrmex brunneus"
"11159","Hylomyrma","Hylomyrma columbica"
"11160","Megalomyrmex","Megalomyrmex poatan"
"11161","Apterostigma","Apterostigma calverti"
"11162","Meranoplus","Meranoplus unicolor"
"11163","Dorylus","Dorylus erraticus"
"11164","Polyrhachis","Polyrhachis aerope"
"11165","Polyrhachis","Polyrhachis binghamii"
"11166","Anochetus","Anochetus altisquamis"
"11167","Lepisiota","Lepisiota cacozela"
"11168","Leptogenys","Leptogenys princeps"
"11169","Pheidole","Pheidole claviscapa"
"11170","Pheidole","Pheidole diana"
"11171","Pheidole","Pheidole brevicornis"
"11172","Pheidole","Pheidole quadriprojecta"
"11173","Tetramorium","Tetramorium striativentre"
"11174","Leptothorax","Leptothorax nevadensis"
"11175","Cryptopone","Cryptopone ochracea"
"11176","Cataulacus","Cataulacus simoni"
"11177","Paratrechina","Paratrechina pallida"
"11178","Leptanilla","Leptanilla besucheti"
"11179","Cerapachys","Cerapachys brevis"
"11180","Trachymyrmex","Trachymyrmex oetkeri"
"11181","Pseudomyrmex","Pseudomyrmex laevifrons"
"11182","Brachyponera",""
"11183","Camponotus","Camponotus nigricans"
"11184","Camponotus","Camponotus subbarbatus"
"11185","Camponotus","Camponotus avius"
"11186","Camponotus","Camponotus sericatus"
"11187","Dolichoderus","Dolichoderus clusor"
"11188","Solenopsis","Solenopsis invicta"
"11189","Myrmecia","Myrmecia analis"
"11190","Mystrium","Mystrium mysticum"
"11191","Leptogenys","Leptogenys pusilla"
"11192","Crematogaster","Crematogaster lutzi"
"11193","Eciton","Eciton burchellii"
"11194","Froggattella","Froggattella kirbii"
"11195","Aphaenogaster","Aphaenogaster depilis"
"11196","Camponotus","Camponotus pellitus"
"11197","Camponotus","Camponotus minimus"
"11198","Camponotus","Camponotus marcens"
"11199","Pseudomyrmex","Pseudomyrmex lizeri"
"11200","Poneropsis","Poneropsis tenuis"
"11201","Yantaromyrmex",""
"11202","Dolichoderus","Dolichoderus longipilosus"
"11203","Pheidole","Pheidole viserion"
"11204","Aenictus","Aenictus wudangshanensis"
"11205","Paratrechina","Paratrechina flavipes"
"11206","Neoponera","Neoponera goeldii"
"11207","Pheidole","Pheidole mantadioflava"
"11208","Oxyepoecus","Oxyepoecus ephippiatus"
"11209","Aphaenogaster","Aphaenogaster spinosa"
"11210","Monomorium","Monomorium gilberti"
"11211","Leptanilloides",""
"11212","Aphaenogaster","Aphaenogaster miamiana"
"11213","Aphaenogaster","Aphaenogaster hunanensis"
"11214","Philidris","Philidris cordata"
"11215","Megalomyrmex","Megalomyrmex cupecuara"
"11216","Megalomyrmex","Megalomyrmex balzani"
"11217","Tapinoma","Tapinoma glaucum"
"11218","Prionopelta","Prionopelta kraepelini"
"11219","Dorylus","Dorylus buyssoni"
"11220","Polyrhachis","Polyrhachis punctiventris"
"11221","Polyrhachis","Polyrhachis kaipi"
"11222","Vollenhovia","Vollenhovia punctata"
"11223","Vollenhovia","Vollenhovia elysii"
"11224","Pachycondyla","Pachycondyla impressa"
"11225","Technomyrmex","Technomyrmex wolfi"
"11226","Strumigenys","Strumigenys ferocior"
"11227","Proceratium","Proceratium stictum"
"11228","Acromyrmex","Acromyrmex crassispinus"
"11229","Rhytidoponera","Rhytidoponera koumensis"
"11230","Pheidole","Pheidole sperata"
"11231","Tetramorium","Tetramorium subcoecum"
"11232","Crematogaster","Crematogaster alluaudi"
"11233","Crematogaster","Crematogaster nigropilosa"
"11234","Cataulacus","Cataulacus lobatus"
"11235","Procryptocerus","Procryptocerus seabrai"
"11236","Amblyopone","Amblyopone elongata"
"11237","Leptothorax","Leptothorax rogeri"
"11238","Semonius",""
"11239","Acanthognathus","Acanthognathus teledectus"
"11240","Cephalotes","Cephalotes klugi"
"11241","Tetraponera",""
"11242","Rhopalomastix","Rhopalomastix rothneyi"
"11243","Vollenhovia","Vollenhovia amamiana"
"11244","Pyramica","Pyramica eggersi"
"11245","Tetramorium","Tetramorium isoelectrum"
"11246","Polyergus","Polyergus vinosus"
"11247","Baikuris","Baikuris maximus"
"11248","Nesomyrmex","Nesomyrmex exiguus"
"11249","Monomorium","Monomorium sryetum"
"11250","Pseudolasius","Pseudolasius typhlops"
"11251","Wasmannia","Wasmannia williamsoni"
"11252","Allomerus","Allomerus decemarticulatus"
"11253","Messor","Messor himalayanus"
"11254","Stenamma","Stenamma huachucanum"
"11255","Aenictus","Aenictus feae"
"11256","Polyrhachis","Polyrhachis cheesmanae"
"11257","Tetraponera","Tetraponera nasuta"
"11258","Technomyrmex","Technomyrmex madecassus"
"11259","Myrmicaria","Myrmicaria carinata"
"11260","Colobostruma","Colobostruma unicorna"
"11261","Pheidole","Pheidole obnixa"
"11262","Pheidole","Pheidole vafella"
"11263","Pheidole","Pheidole barreleti"
"11264","Tetramorium","Tetramorium chapmani"
"11265","Leptothorax","Leptothorax niger"
"11266","Crematogaster","Crematogaster pauli"
"11267","Iridomyrmex","Iridomyrmex sanguineus"
"11268","Heteroponera","Heteroponera imbellis"
"11269","Eusphinctus","Eusphinctus nigricans"
"11270","Camponotus","Camponotus coruscus"
"11271","Camponotus","Camponotus blandus"
"11272","Camponotus","Camponotus blandus"
"11273","Azteca","Azteca aragua"
"11274","Cephalotes","Cephalotes betoi"
"11275","Cephalotes","Cephalotes cordatus"
"11276","Dorylus","Dorylus kohli"
"11277","Crematogaster","Crematogaster lucayana"
"11278","Iridomyrmex","Iridomyrmex rufoniger"
"11279","Pachycondyla","Pachycondyla talpa"
"11280","Pheidole","Pheidole lagunculinoda"
"11281","Monomorium","Monomorium latastei"
"11282","Pheidole","Pheidole kuna"
"11283","Eurhopalothrix","Eurhopalothrix sepultura"
"11284","Chronoxenus","Chronoxenus myops"
"11285","Tetramorium","Tetramorium rala"
"11286","Nesomyrmex","Nesomyrmex modestus"
"11287","Melophorus","Melophorus propebiroi"
"11288","Trachymyrmex","Trachymyrmex pakawa"
"11289","Nesomyrmex","Nesomyrmex tonsuratus"
"11290","Pheidole","Pheidole passivaeferox"
"11291","Camponotus","Camponotus maculiventris"
"11292","Monomorium","Monomorium albipes"
"11293","Leptothorax","Leptothorax nigricans"
"11294","Axinidris","Axinidris hylekoites"
"11295","Bradoponera","Bradoponera meieri"
"11296","Emeryopone",""
"11297","Polyrhachis","Polyrhachis hostilis"
"11298","Anochetus","Anochetus modicus"
"11299","Anochetus","Anochetus pubescens"
"11300","Cataglyphis","Cataglyphis floricola"
"11301","Pachycondyla","Pachycondyla cauta"
"11302","Strumigenys","Strumigenys tococae"
"11303","Myrmicaria","Myrmicaria rustica"
"11304","Lepisiota","Lepisiota silvicola"
"11305","Leptogenys","Leptogenys crassinoda"
"11306","Rhytidoponera","Rhytidoponera laticeps"
"11307","Pheidole","Pheidole elecebra"
"11308","Pheidole","Pheidole vigilans"
"11309","Pheidole","Pheidole castanea"
"11310","Podomyrma","Podomyrma rugosa"
"11311","Crematogaster","Crematogaster peringueyi"
"11312","Plectroctena","Plectroctena mandibularis"
"11313","Myrmoteras","Myrmoteras morowali"
"11314","Camponotus","Camponotus moderatus"
"11315","Camponotus","Camponotus niveosetosus"
"11316","Leptothorax","Leptothorax nigriceps"
"11317","Crematogaster","Crematogaster laestrygon"
"11318","Myrmicaria","Myrmicaria exigua"
"11319","Pheidole","Pheidole otisi"
"11320","Pristomyrmex","Pristomyrmex simplex"
"11321","Odontophotopsis","Odontophotopsis setifera"
"11322","Camponotus","Camponotus thadeus"
"11323","Pachycondyla","Pachycondyla foetida"
"11324","Austromorium","Austromorium flavigaster"
"11325","Temnothorax","Temnothorax nitens"
"11326","Camponotus","Camponotus nitidescens"
"11327","Pheidole","Pheidole boribora"
"11328","Ectatomma","Ectatomma opaciventre"
"11329","Pseudolasius","Pseudolasius sumatrensis"
"11330","Discothyrea","Discothyrea poweri"
"11331","Meranoplus","Meranoplus sabronensis"
"11332","Polyrhachis","Polyrhachis angusta"
"11333","Pachycondyla","Pachycondyla croceicornis"
"11334","Leptogenys","Leptogenys honduriana"
"11335","Tetramorium","Tetramorium tortuosum"
"11336","Tetramorium","Tetramorium kabulistanicum"
"11337","Leptothorax","Leptothorax flavidulus"
"11338","Cataulacus","Cataulacus latus"
"11339","Cataulacus","Cataulacus impressus"
"11340","Dorymyrmex","Dorymyrmex chilensis"
"11341","Trachymyrmex","Trachymyrmex nogalensis"
"11342","Hypoponera","Hypoponera boerorum"
"11343","Camponotus","Camponotus cameroni"
"11344","Camponotus","Camponotus leydigi"
"11345","Odontomachus","Odontomachus latidens"
"11346","Ponera","Ponera woodwardi"
"11347","Azteca","Azteca prorsa"
"11348","Camponotus","Camponotus eastwoodi"
"11349","Pheidole","Pheidole morrisii"
"11350","Brachymyrmex","Brachymyrmex laevis"
"11351","Allomerus","Allomerus decemarticulatus"
"11352","Messor","Messor aegyptiacus"
"11353","Nesomyrmex","Nesomyrmex karooensis"
"11354","Strumigenys","Strumigenys heliani"
"11355","Polyrhachis","Polyrhachis omissa"
"11356","Formica","Formica foreli"
"11357","Myrmica","Myrmica schulzi"
"11358","Temnothorax","Temnothorax mediterraneus"
"11359","Ponera","Ponera yuhuang"
"11360","Rogeria","Rogeria gibba"
"11361","Ectatomma","Ectatomma edentatum"
"11362","Formica","Formica foreliana"
"11363","Cyphomyrmex","Cyphomyrmex bigibbosus"
"11364","Bothriomyrmex","Bothriomyrmex salsurae"
"11365","Hylomyrma","Hylomyrma sagax"
"11366","Meranoplus","Meranoplus levis"
"11367","Cardiocondyla","Cardiocondyla paradoxa"
"11368","Polyrhachis","Polyrhachis atrovirens"
"11369","Polyrhachis","Polyrhachis gestroi"
"11370","Polyrhachis","Polyrhachis tristis"
"11371","Eurhopalothrix","Eurhopalothrix gravis"
"11372","Anochetus","Anochetus vallensis"
"11373","Cataglyphis","Cataglyphis hispanicus"
"11374","Pachycondyla","Pachycondyla piliventris"
"11375","Strumigenys","Strumigenys emdeni"
"11376","Lepisiota","Lepisiota rubrovaria"
"11377","Pheidole","Pheidole defecta"
"11378","Pheidole","Pheidole deceptrix"
"11379","Tetramorium","Tetramorium regulare"
"11380","Tetramorium","Tetramorium seneb"
"11381","Cylindromyrmex","Cylindromyrmex brasiliensis"
"11382","Leptothorax","Leptothorax albispinus"
"11383","Opisthopsis",""
"11384","Crematogaster","Crematogaster buddhae"
"11385","Pogonomyrmex","Pogonomyrmex bigbendensis"
"11386","Leptanilla","Leptanilla kubotai"
"11387","Cerapachys","Cerapachys superatus"
"11388","Cladomyrma","Cladomyrma hewitti"
"11389","Metapone","Metapone tricolor"
"11390","Acanthostichus","Acanthostichus laticornis"
"11391","Tetramorium",""
"11392","Lasiomyrma",""
"11393","Camponotus","Camponotus thysanopus"
"11394","Camponotus","Camponotus bermudezi"
"11395","Camponotus","Camponotus rhamses"
"11396","Camponotus","Camponotus geayi"
"11397","Odontomachus","Odontomachus turneri"
"11398","Lasius","Lasius schulzi"
"11399","Acromyrmex","Acromyrmex coronatus"
"11400","Dendromyrmex","Dendromyrmex nidulans"
"11401","Dorymyrmex","Dorymyrmex pyramicus"
"11402","Aphaenogaster","Aphaenogaster picea"
"11403","Acromyrmex","Acromyrmex subterraneus"
"11404","Plagiolepis","Plagiolepis clarki"
"11405","Technomyrmex","Technomyrmex albipes"
"11406","Cataglyphis","Cataglyphis cuneinodis"
"11407","Pachycondyla","Pachycondyla perroti"
"11408","Camponotus","Camponotus innocens"
"11409","Rhytidoponera","Rhytidoponera gibsoni"
"11410","Tetramorium","Tetramorium snellingi"
"11411","Tetramorium","Tetramorium aspis"
"11412","Trichomyrmex","Trichomyrmex robustior"
"11413","Pheidole","Pheidole andersoni"
"11414","Pheidole","Pheidole maizina"
"11415","Pyramica","Pyramica crassicornis"
"11416","Monomorium","Monomorium nirvanum"
"11417","Ocymyrmex","Ocymyrmex tachys"
"11418","Megalomyrmex","Megalomyrmex foreli"
"11419","Aenictogiton",""
"11420","Polyrhachis","Polyrhachis beccarii"
"11421","Polyrhachis","Polyrhachis strictifrons"
"11422","Polyrhachis","Polyrhachis tubifex"
"11423","Myrmica","Myrmica laurae"
"11424","Myrmelachista","Myrmelachista ramulorum"
"11425","Rossomyrmex","Rossomyrmex minuchae"
"11426","Diacamma","Diacamma palawanicum"
"11427","Prolasius",""
"11428","Pheidole","Pheidole jordanica"
"11429","Pheidole","Pheidole dentigula"
"11430","Pheidole","Pheidole rata"
"11431","Pheidole","Pheidole buchholzi"
"11432","Podomyrma","Podomyrma christae"
"11433","Tetramorium","Tetramorium surrogatum"
"11434","Tetramorium","Tetramorium rekhefe"
"11435","Tetramorium","Tetramorium dogieli"
"11436","Crematogaster","Crematogaster desecta"
"11437","Crematogaster","Crematogaster longiclava"
"11438","Pogonomyrmex","Pogonomyrmex micans"
"11439","Cerapachys","Cerapachys potteri"
"11440","Gesomyrmex","Gesomyrmex luzonensis"
"11441","Platythyrea","Platythyrea bidentata"
"11442","Echinopla","Echinopla melanarctos"
"11443","Feroponera",""
"11444","Camponotus","Camponotus nigriceps"
"11445","Camponotus","Camponotus midas"
"11446","Camponotus","Camponotus benguelensis"
"11447","Camponotus","Camponotus maguassa"
"11448","Camponotus","Camponotus simulator"
"11449","Dolichoderus","Dolichoderus piceus"
"11450","Solenopsis","Solenopsis normandi"
"11451","Lasius","Lasius pallitarsis"
"11452","Cephalotes","Cephalotes coffeae"
"11453","Trachymyrmex","Trachymyrmex relictus"
"11454","Tapinoma","Tapinoma geei"
"11455","Aphaenogaster","Aphaenogaster picea"
"11456","Hypoponera","Hypoponera ergatandria"
"11457","Nesomyrmex","Nesomyrmex braunsi"
"11458","Polyrhachis","Polyrhachis abdita"
"11459","Odontophotopsis","Odontophotopsis sonora"
"11460","Formica","Formica truncorum"
"11461","Myrmica","Myrmica rubida"
"11462","Linepithema","Linepithema tsachila"
"11463","Pheidole","Pheidole artemisia"
"11464","Rasopone","Rasopone cryptergates"
"11465","Gnamptogenys","Gnamptogenys pernambucana"
"11466","Temnothorax","Temnothorax acutispinosus"
"11467","Temnothorax","Temnothorax parvidentatus"
"11468","Pristomyrmex","Pristomyrmex lucidus"
"11469","Polyrhachis","Polyrhachis constructor"
"11470","Vollenhovia","Vollenhovia rufiventris"
"11471","Myrmelachista","Myrmelachista brevicornis"
"11472","Pachycondyla","Pachycondyla gracilicornis"
"11473","Plagiolepis",""
"11474","Oxyepoecus","Oxyepoecus daguerrei"
"11475","Pheidole","Pheidole corticicola"
"11476","Pheidole","Pheidole opaciventris"
"11477","Overbeckia","Overbeckia subclavata"
"11478","Orectognathus","Orectognathus csikii"
"11479","Tetramorium","Tetramorium pnyxis"
"11480","Tetramorium","Tetramorium pusillum"
"11481","Crematogaster","Crematogaster africana"
"11482","Crematogaster","Crematogaster sculpturata"
"11483","Crematogaster","Crematogaster dubia"
"11484","Cerapachys","Cerapachys peringueyi"
"11485","Neivamyrmex","Neivamyrmex postangustatus"
"11486","Odontophotopsis",""
"11487","Camponotus","Camponotus intrepidus"
"11488","Dolichoderus","Dolichoderus sulcaticeps"
"11489","Solenopsis","Solenopsis lusitanica"
"11490","Solenopsis","Solenopsis latastei"
"11491","Carebara","Carebara castanea"
"11492","Myrmecia","Myrmecia fucosa"
"11493","Azteca","Azteca schumannii"
"11494","Lasius","Lasius lasioides"
"11495","Mycetophylax","Mycetophylax emeryi"
"11496","Dendromyrmex","Dendromyrmex fabricii"
"11497","Melophorus","Melophorus fieldi"
"11498","Pheidole","Pheidole inca"
"11499","Nesomyrmex","Nesomyrmex denticulatus"
"11500","Colobopsis","Colobopsis gasseri"
"11501","Strumigenys","Strumigenys norax"
"11502","Eurhopalothrix","Eurhopalothrix zipacna"
"11503","Novomessor","Novomessor ensifera"
"11504","Acromyrmex","Acromyrmex echinatior"
"11505","Stenamma","Stenamma foveolocephalum"
"11506","Monomorium","Monomorium acutinode"
"11507","Dicroaspis","Dicroaspis laevidens"
"11508","Monomorium","Monomorium robustior"
"11509","Aphaenogaster","Aphaenogaster beccarii"
"11510","Linepithema","Linepithema leucomelas"
"11511","Meranoplus","Meranoplus puryi"
"11512","Cardiocondyla","Cardiocondyla kushanica"
"11513","Terataner","Terataner foreli"
"11514","Polyrhachis","Polyrhachis nourlangie"
"11515","Polyrhachis","Polyrhachis leopoldi"
"11516","Pyramica","Pyramica truncatidens"
"11517","Leptogenys","Leptogenys podenzanai"
"11518","Rhytidoponera","Rhytidoponera mirabilis"
"11519","Proformica","Proformica ferreri"
"11520","Pheidole","Pheidole occipitalis"
"11521","Pheidole","Pheidole luteipes"
"11522","Pheidole","Pheidole tisiphone"
"11523","Azteca",""
"11524","Tetramorium","Tetramorium aspersum"
"11525","Tetramorium","Tetramorium setigerum"
"11526","Pogonomyrmex","Pogonomyrmex guatemaltecus"
"11527","Paratrechina","Paratrechina arenivaga"
"11528","Gnamptogenys","Gnamptogenys rimulosa"
"11529","Gnamptogenys","Gnamptogenys acuta"
"11530","Neivamyrmex","Neivamyrmex halidaii"
"11531","Odontoponera","Odontoponera transversa"
"11532","Chronoxenus",""
"11533","Camponotus","Camponotus sayi"
"11534","Camponotus","Camponotus emeryodicatus"
"11535","Camponotus","Camponotus snellingi"
"11536","Dolichoderus","Dolichoderus vectensis"
"11537","Solenopsis","Solenopsis monticola"
"11538","Lasius","Lasius nevadensis"
"11539","Polyrhachis","Polyrhachis textor"
"11540","Pheidole","Pheidole simonsi"
"11541","Royidris","Royidris etiolata"
"11542","Tetramorium","Tetramorium hecate"
"11543","Cephalotes","Cephalotes goniodontus"
"11544","Strumigenys","Strumigenys microthrix"
"11545","Monomorium","Monomorium ocellatum"
"11546","Formica","Formica schaufussi"
"11547","Adelomyrmex","Adelomyrmex myops"
"11548","Meranoplus","Meranoplus leveillei"
"11549","Aenictus","Aenictus artipus"
"11550","Polyrhachis","Polyrhachis pilosa"
"11551","Vollenhovia","Vollenhovia nipponica"
"11552","Myrmica","Myrmica zojae"
"11553","Diacamma","Diacamma tritschleri"
"11554","Cataglyphis","Cataglyphis hannae"
"11555","Strumigenys","Strumigenys anetes"
"11556","Lordomyrma","Lordomyrma striatella"
"11557","Pheidole","Pheidole ghigii"
"11558","Pheidole","Pheidole vorax"
"11559","Orectognathus","Orectognathus robustus"
"11560","Orectognathus","Orectognathus kanangra"
"11561","Cylindromyrmex","Cylindromyrmex parallelus"
"11562","Leptothorax","Leptothorax bradleyi"
"11563","Plectroctena","Plectroctena cryptica"
"11564","Echinopla","Echinopla tritschleri"
"11565","Pseudomyrmex","Pseudomyrmex niger"
"11566","Amblyopone","Amblyopone pluto"
"11567","Camponotus","Camponotus innexus"
"11568","Camponotus","Camponotus froggatti"
"11569","Solenopsis","Solenopsis globularia"
"11570","Tetraponera","Tetraponera hysterica"
"11571","Leptothorax","Leptothorax bulgaricus"
"11572","Acromyrmex","Acromyrmex subterraneus"
"11573","Crematogaster","Crematogaster raptor"
"11574","Pheidole","Pheidole servilia"
"11575","Macromischa","Macromischa porphyritis"
"11576","Strumigenys","Strumigenys lutron"
"11577","Strumigenys","Strumigenys langrandi"
"11578","Linepithema","Linepithema pulex"
"11579","Myrmica","Myrmica urbanii"
"11580","Anochetus","Anochetus veronicae"
"11581","Leptothorax","Leptothorax sordidulus"
"11582","Gnamptogenys","Gnamptogenys mina"
"11583","Temnothorax","Temnothorax similis"
"11584","Tetramorium","Tetramorium semilaeve"
"11585","Proceratium","Proceratium williamsi"
"11586","Zasphinctus","Zasphinctus obamai"
"11587","Pseudomyrmex","Pseudomyrmex evitus"
"11588","Stigmatomma","Stigmatomma mystriops"
"11589","Leptomyrmex","Leptomyrmex rufithorax"
"11590","Aphaenogaster","Aphaenogaster enspelensis"
"11591","Dolioponera","Dolioponera fustigera"
"11592","Discothyrea","Discothyrea testacea"
"11593","Aphaenogaster","Aphaenogaster treatae"
"11594","Ocymyrmex","Ocymyrmex nitidulus"
"11595","Stenamma","Stenamma diversum"
"11596","Strongylognathus","Strongylognathus afer"
"11597","Polyrhachis","Polyrhachis magnifica"
"11598","Proceratium","Proceratium lombokense"
"11599","Plagiolepis","Plagiolepis brunni"
"11600","Leptogenys","Leptogenys minchinii"
"11601","Leptogenys","Leptogenys gagates"
"11602","Pheidole","Pheidole manteroi"
"11603","Pheidole","Pheidole bequaerti"
"11604","Stigmacros","Stigmacros impressa"
"11605","Tetramorium","Tetramorium cognatum"
"11606","Tetramorium","Tetramorium tsushimae"
"11607","Crematogaster","Crematogaster moqorensis"
"11608","Crematogaster","Crematogaster angulosa"
"11609","Cerapachys","Cerapachys edentatus"
"11610","Gnamptogenys","Gnamptogenys turmalis"
"11611","Camponotus","Camponotus vestitus"
"11612","Solenopsis","Solenopsis subterranea"
"11613","Solenopsis","Solenopsis indagatrix"
"11614","Odontomachus","Odontomachus rixosus"
"11615","Odontomachus","Odontomachus nigriceps"
"11616","Odontomachus","Odontomachus spinifer"
"11617","Azteca","Azteca hypophylla"
"11618","Monomorium","Monomorium andrei"
"11619","Hypoponera","Hypoponera spei"
"11620","Pheidole","Pheidole gigas"
"11621","Pheidole","Pheidole cuitensis"
"11622","Octostruma","Octostruma stenoscapa"
"11623","Pheidole","Pheidole sigillata"
"11624","Teratomyrmex","Teratomyrmex substrictus"
"11625","Melophorus","Melophorus dicyrtos"
"11626","Tetramorium","Tetramorium shamshir"
"11627","Leptogenys","Leptogenys ralipra"
"11628","Pheidole","Pheidole fitarata"
"11629","Camponotus","Camponotus leucodiscus"
"11630","Monomorium","Monomorium melleum"
"11631","Monomorium","Monomorium donisthorpei"
"11632","Sphinctomyrmex","Sphinctomyrmex caledonicus"
"11633","Bothriomyrmex","Bothriomyrmex gallicus"
"11634","Hylomyrma","Hylomyrma immanis"
"11635","Apterostigma","Apterostigma urichii"
"11636","Aenictus","Aenictus wroughtonii"
"11637","Polyrhachis","Polyrhachis diotima"
"11638","Vollenhovia","Vollenhovia irenea"
"11639","Myrmicocrypta","Myrmicocrypta foreli"
"11640","Strumigenys","Strumigenys chyzeri"
"11641","Strumigenys","Strumigenys zandala"
"11642","Pheidole","Pheidole wroughtonii"
"11643","Pheidole","Pheidole areniphila"
"11644","Tetramorium","Tetramorium belgaense"
"11645","Acanthomyops","Acanthomyops claviger"
"11646","Leptothorax","Leptothorax itinerans"
"11647","Cataulacus","Cataulacus satrap"
"11648","Hypoponera","Hypoponera eutrepta"
"11649","Amblyopone","Amblyopone aberrans"
"11650","Promyopias",""
"11651","Nylanderia",""
"11652","Camponotus","Camponotus fieldellus"
"11653","Camponotus","Camponotus contractus"
"11654","Camponotus","Camponotus rufipes"
"11655","Camponotus","Camponotus pulchellus"
"11656","Dolichoderus","Dolichoderus lutosus"
"11657","Solenopsis","Solenopsis orbuloides"
"11658","Myrmecia","Myrmecia hirsuta"
"11659","Plagiolepis","Plagiolepis clarki"
"11660","Plagiolepis","Plagiolepis alluaudi"
"11661","Camponotus","Camponotus suffusus"
"11662","Polyrhachis","Polyrhachis bispinosus"
"11663","Pheidole","Pheidole veletis"
"11664","Emplastus","Emplastus miocenicus"
"11665","Austromorium",""
"11666","Pseudomyrmex","Pseudomyrmex micans"
"11667","Cataglyphis","Cataglyphis aurata"
"11668","Trachymyrmex","Trachymyrmex cornetzi"
"11669","Temnothorax","Temnothorax quetzal"
"11670","Leptothorax","Leptothorax fuscatus"
"11671","Monomorium","Monomorium sagei"
"11672","Formica","Formica neogagates"
"11673","Sericomyrmex","Sericomyrmex opacus"
"11674","Sericomyrmex","Sericomyrmex urichi"
"11675","Meranoplus","Meranoplus mars"
"11676","Anoplolepis","Anoplolepis fallax"
"11677","Carebara","Carebara norfolkensis"
"11678","Aenictus","Aenictus alluaudi"
"11679","Aenictus","Aenictus latifemoratus"
"11680","Aenictus","Aenictus anceps"
"11681","Polyrhachis","Polyrhachis eurynota"
"11682","Polyrhachis","Polyrhachis ruficornis"
"11683","Eurhopalothrix","Eurhopalothrix clypeata"
"11684","Anochetus","Anochetus bispinosus"
"11685","Technomyrmex","Technomyrmex albipes"
"11686","Strumigenys","Strumigenys sublaminata"
"11687","Strumigenys","Strumigenys cultrigera"
"11688","Strumigenys","Strumigenys paranax"
"11689","Pyramica","Pyramica sistrura"
"11690","Leptogenys","Leptogenys gaigei"
"11691","Pheidole","Pheidole singularis"
"11692","Tetramorium","Tetramorium melleum"
"11693","Tetramorium","Tetramorium menkaura"
"11694","Leptothorax","Leptothorax manni"
"11695","Crematogaster","Crematogaster jullieni"
"11696","Crematogaster","Crematogaster rifelna"
"11697","Plectroctena","Plectroctena macgeei"
"11698","Iridomyrmex","Iridomyrmex infuscus"
"11699","Cladomyrma","Cladomyrma nudidorsalis"
"11700","Hypoponera","Hypoponera longiceps"
"11701","Pseudomyrmex","Pseudomyrmex gibbinotus"
"11702","Melophorus","Melophorus wheeleri"
"11703","Camponotus","Camponotus eurynotus"
"11704","Camponotus","Camponotus quadriceps"
"11705","Azteca","Azteca velox"
"11706","Azteca","Azteca severini"
"11707","Lachnomyrmex","Lachnomyrmex scrobiculatus"
"11708","Leptogenys","Leptogenys pubiceps"
"11709","Polyrhachis","Polyrhachis villipes"
"11710","Dorymyrmex","Dorymyrmex breviscapis"
"11711","Dorylus","Dorylus braunsi"
"11712","Vitsika","Vitsika acclivitas"
"11713","Baracidris",""
"11714","Pheidole","Pheidole fissiceps"
"11715","Anochetus","Anochetus boltoni"
"11716","Crematogaster","Crematogaster rochai"
"11717","Pheidole","Pheidole spinicornis"
"11718","Myrmica","Myrmica sinensis"
"11719","Temnothorax","Temnothorax ansei"
"11720","Strumigenys","Strumigenys fautrix"
"11721","Leptogenys","Leptogenys lucida"
"11722","Pyramica","Pyramica formosus"
"11723","Leptogenys","Leptogenys toeraniva"
"11724","Monomorium","Monomorium banksi"
"11725","Formica","Formica exsecta"
"11726","Bothriomyrmex","Bothriomyrmex wroughtonii"
"11727","Prionopelta","Prionopelta aethiopica"
"11728","Cardiocondyla","Cardiocondyla tjibodana"
"11729","Polyrhachis","Polyrhachis monteithi"
"11730","Polyrhachis","Polyrhachis rowlandi"
"11731","Anochetus","Anochetus oriens"
